state,city,total
Michigan,Glennie,0
Michigan,Gobles,0
Michigan,Goodells,0
Michigan,Goodrich,4
Michigan,Gowen,1
Mississippi,Southaven,12
Mississippi,Star,0
Mississippi,Starkville,14
Mississippi,Steens,0
Mississippi,Stennis Space Center,0
Mississippi,Sturgis,0
Mississippi,Sumrall,1
Mississippi,Taylor,33
Mississippi,Taylorsville,0
Mississippi,Tchula,1
Mississippi,Terry,0
Mississippi,Thaxton,0
Mississippi,Tiplersville,0
Mississippi,Tishomingo,0
Mississippi,Toccopola,0
Mississippi,Tougaloo,0
Mississippi,Trebloc,0
Mississippi,Tremont,3
Mississippi,Tula,0
Mississippi,Tupelo,33
Mississippi,Tylertown,5
Mississippi,Union,2
Mississippi,Union Church,0
Mississippi,University,0
Mississippi,Utica,3
Mississippi,Valley Park,3
Mississippi,Van Vleet,0
Mississippi,Vancleave,0
Mississippi,Vardaman,0
Mississippi,Vaughan,0
Mississippi,Verona,0
North Carolina,Teachey,0
North Carolina,Terrell,16
North Carolina,Thomasville,0
North Carolina,Thurmond,0
North Carolina,Tillery,0
North Carolina,Timberlake,0
North Carolina,Toast,0
North Carolina,Tobaccoville,0
North Carolina,Todd,0
North Carolina,Townsville,0
North Carolina,Traphill,0
North Carolina,Trenton,2
North Carolina,Trinity,2
North Carolina,Troutman,0
North Carolina,Troy,0
North Carolina,Tryon,0
North Carolina,Turkey,0
North Carolina,Turnersburg,0
North Carolina,Tuxedo,0
North Carolina,Tyner,0
North Carolina,Union Grove,6
Ohio,Lakeside,0
Ohio,Lakeside Marblehead,4
Ohio,Lakeview,1
Ohio,Lakeville,0
Ohio,Lakewood,42
Ohio,Lancaster,12
Ohio,Langsville,0
Ohio,Lansing,84
Ohio,Latham,7
Ohio,Latty,0
Ohio,Laura,0
Ohio,Laurelville,1
Ohio,Leavittsburg,0
Ohio,Lebanon,0
Ohio,Lees Creek,0
Ohio,Leesburg,0
Ohio,Leesville,1
Ohio,Leetonia,0
Ohio,Leipsic,3
Ohio,Lemoyne,0
Ohio,Lewis Center,4
Ohio,Lewisburg,1
Ohio,Lewistown,5
Ohio,Lewisville,59
Ohio,Lexington,28
Ohio,Liberty Center,0
Ohio,Lima,70
Ohio,Limaville,0
Ohio,Lindsey,0
Oklahoma,Verden,0
Oklahoma,Vian,2
Oklahoma,Vici,3
Oklahoma,Vinita,18
Oklahoma,Vinson,0
Oklahoma,Wagoner,5
Oklahoma,Wainwright,0
Oklahoma,Wakita,1
Oklahoma,Walters,3
Oklahoma,Wanette,0
Oklahoma,Wann,0
Oklahoma,Wapanucka,0
Oklahoma,Wardville,0
Oklahoma,Warner,2
Oklahoma,Washington,213
Oklahoma,Watonga,2
Oklahoma,Watts,1
Oklahoma,Waukomis,0
Oklahoma,Waurika,2
Oklahoma,Wayne,27
Oklahoma,Waynoka,1
Oklahoma,Weatherford,31
Oklahoma,Webbers Falls,0
Oklahoma,Welch,0
Oklahoma,Weleetka,2
Oklahoma,Wellston,7
Oklahoma,Westville,0
Oklahoma,Wetumka,2
Oklahoma,Wewoka,4
Oklahoma,Wheatland,8
Missouri,Kingsville,12
Missouri,Kirbyville,2
Missouri,Kirksville,14
Missouri,Kirkwood,0
Missouri,Kissee Mills,0
Missouri,Knob Noster,0
Missouri,Koshkonong,0
Missouri,La Monte,1
Missouri,La Russell,0
Missouri,Labadie,0
Missouri,Laddonia,0
Missouri,Ladue,0
Missouri,Lake Ozark,0
Missouri,Lake Saint Louis,7
Missouri,Lake St. Louis,0
Missouri,Lamar,1
Missouri,Lampe,0
Missouri,Lanagan,0
Missouri,Laquey,0
Missouri,Latham,7
Missouri,Lathrop,4
New Jersey,Somerset,0
New Jersey,Somerville,0
New Jersey,Somewhere,0
New Jersey,South Amboy,3
New Jersey,South Bound Brook,1
New Jersey,South Dennis,0
New Jersey,South Hackensack,0
New Jersey,South Orange,13
New Jersey,South Plainfield,6
New Jersey,South River,3
New Jersey,South Seaville,0
New Jersey,South Vineland,1
New Jersey,Sparta,13
New Jersey,Spotswood,1
New Jersey,Spring Lake,2
New Jersey,Spring Lake Heights,1
New Jersey,Springfield,51
New Jersey,Stanhope,0
New Jersey,Stanton,4
New Jersey,Stewartsville,0
New Jersey,Stillwater,0
New Jersey,Stirling,0
New Jersey,Stockholm,0
New Jersey,Stockton,1
New Jersey,Stone Harbor,0
New Jersey,Stratford,1
New Jersey,Strathmere,0
New Jersey,Succasunna,6
New Jersey,Summit,7
New Jersey,Sussex,3
Minnesota,Kettle River,0
Minnesota,Kiester,0
Minnesota,Kilkenny,0
Minnesota,Kimball,1
Minnesota,La Crescent,2
Minnesota,La Salle,0
Minnesota,Lafayette,0
Minnesota,Lake Benton,0
Minnesota,Lake City,2
Minnesota,Lake Crystal,3
Minnesota,Lake Elmo,2
Minnesota,Lake Lillian,1
Minnesota,Lake Park,6
Minnesota,Lake Wilson,0
Minnesota,Lakefield,3
Minnesota,Lakeland,84
Minnesota,Lakeville,0
Minnesota,Lanesboro,0
Minnesota,Laporte,4
Minnesota,Le Center,3
Minnesota,Le Roy,1
Minnesota,Le Sueur,7
Minnesota,Leonard,2
Minnesota,Leota,0
Minnesota,Lester Prairie,0
Minnesota,Lewiston,31
Minnesota,Lewisville,59
Minnesota,Lindstrom,0
Minnesota,Lismore,0
New York,Pearl River,3
New York,Peconic,0
New York,Peekskill,10
New York,Pelham,4
New York,Penfield,12
New York,Perry,10
New York,Petersburg,32
New York,Phelps,1
New York,Phillipsport,0
New York,Philmont,4
New York,Phoenicia,0
New York,Piermont,0
New York,Pike,0
New York,Pine Bush,0
New York,Pine Hill,0
New York,Pine Island,3
New York,Pine Plains,0
New York,Pittsford,14
New York,Plainview,10
New York,Plainville,0
New York,Plattekill,0
New York,Pleasant Valley,1
New York,Pleasantville,12
New York,Poestenkill,0
New York,Point Lookout,0
Michigan,Gr Blanc,0
Michigan,Grand Blanc,26
Michigan,Grand Haven,14
Michigan,Grand Junction,63
Michigan,Grand Ledge,9
Michigan,Grand Rapids,179
Michigan,Grandville,13
Michigan,Grant,1
Michigan,Grass Lake,1
Michigan,Grayling,5
Michigan,Greenville,20
Michigan,Gregory,0
Michigan,Grosse Ile,1
Michigan,Grosse Pointe,9
Michigan,Grosse Pointe Woods,8
Michigan,Hadley,0
Michigan,Hagar Shores,0
Michigan,Hale,0
Mississippi,Vicksburg,27
Mississippi,Victoria,44
Mississippi,Walls,0
Mississippi,Walnut,3
Mississippi,Walnut Grove,0
Mississippi,Water Valley,0
Mississippi,Waterford,3
Mississippi,Waveland,0
Mississippi,Waynesboro,4
Mississippi,Wesson,0
Mississippi,West,1
Mississippi,West Point,0
Mississippi,Wheeler,0
Mississippi,Whitfield,3
Mississippi,Wiggins,4
Mississippi,Woodland,0
Mississippi,Yazoo City,13
North Carolina,Union Mills,0
North Carolina,Valdese,6
North Carolina,Vale,1
North Carolina,Valle Crucis,0
North Carolina,Vanceboro,3
North Carolina,Vass,0
North Carolina,Vaughan,0
North Carolina,Vilas,0
North Carolina,Waco,84
North Carolina,Wade,1
North Carolina,Wadesboro,13
North Carolina,Wagram,0
North Carolina,Wake Forest,12
North Carolina,Walkertown,0
North Carolina,Wallace,0
North Carolina,Wallburg,0
North Carolina,Walnut Cove,6
North Carolina,Walstonburg,0
North Carolina,Wanchese,0
North Carolina,Warrensville,0
North Carolina,Warrenton,17
North Carolina,Warsaw,1
North Carolina,Washington,213
North Carolina,Waves,0
North Carolina,Waxhaw,6
North Carolina,Waynesville,5
North Carolina,Weaverville,2
North Carolina,Welcome,0
Ohio,Lisbon,4
Ohio,Litchfield,0
Ohio,Lithopolis,0
Ohio,Little Hocking,0
Ohio,Lockbourne,0
Ohio,Lodi,1
Ohio,Logan,10
Ohio,London,0
Ohio,Londonderry,7
Ohio,Lorain,35
Ohio,Lore City,0
Ohio,Loudonville,5
Ohio,Louisville,9
Ohio,Loveland,19
Ohio,Lowell,0
Ohio,Lowellville,1
Ohio,Lower Salem,0
Ohio,Lucas,0
Ohio,Lucasville,2
Ohio,Luckey,0
Ohio,Ludlow Falls,0
Ohio,Lynchburg,0
Ohio,lyndhurst,1
Ohio,Lynx,0
Ohio,Lyons,0
Ohio,Macedonia,0
Ohio,Macksburg,0
Ohio,Madeira,2
Ohio,Madison,3
Ohio,Magnetic Springs,0
Ohio,Magnolia,10
Oklahoma,Wilburton,7
Oklahoma,Willow,0
Oklahoma,Wilson,0
Oklahoma,Woodward,0
Oklahoma,Wyandotte,0
Oklahoma,Wynnewood,6
Oklahoma,Wynona,0
Oklahoma,Yale,1
Oklahoma,Yukon,0
Missouri,Laurie,5
Missouri,Lawson,2
Missouri,Leadwood,0
Missouri,Leasburg,0
Missouri,Lebanon,0
Missouri,Lees Summit,39
Missouri,Leeton,0
Missouri,Lemay,1
Missouri,Leslie,0
Missouri,Lesterville,0
Missouri,Levasy,0
Missouri,Lexington,28
Missouri,Liberal,8
Missouri,Liberty,3
Missouri,Licking,3
Missouri,Liguori,0
Missouri,Lincoln,4
Missouri,Linn,0
Missouri,Linn Creek,0
Missouri,Lockwood,2
Missouri,Lohman,0
Missouri,Lone Jack,0
Missouri,Lonedell,0
Missouri,Long Lane,0
Missouri,Louisburg,0
Missouri,Luebbering,0
Missouri,Macks Creek,0
Missouri,Macomb,1
New Jersey,Swainton,1
New Jersey,Swartswood,0
New Jersey,Swedesboro,0
New Jersey,Teaneck,20
New Jersey,Tenafly,8
New Jersey,Tennent,0
New Jersey,Teterboro,0
New Jersey,Thorofare,1
New Jersey,Three Bridges,0
New Jersey,Tinton Falls,23
New Jersey,Titusville,13
New Jersey,Toms River,48
New Jersey,Totowa,9
New Jersey,Towaco,0
New Jersey,Township Of Washington,0
New Jersey,Tranquility,0
New Jersey,Trenton,2
New Jersey,Tuckahoe,4
New Jersey,Tuckerton,5
New Jersey,Union,2
New Jersey,Union City,2
New Jersey,Upper Montclair,1
New Jersey,Upper Saddle River,0
New Jersey,Vauxhall,1
New Jersey,Ventnor City,1
New Jersey,Vernon,9
New Jersey,Verona,0
New Jersey,Vienna,0
New Jersey,Villas,0
New Jersey,Vincentown,0
New Jersey,Vineland,19
Minnesota,Litchfield,0
Minnesota,Little Canada,10
Minnesota,Little Falls,1
Minnesota,Littlefork,4
Minnesota,Long Lake,3
Minnesota,Long Prairie,5
Minnesota,Longville,0
Minnesota,Lonsdale,3
Minnesota,Loretto,0
Minnesota,Luverne,3
Minnesota,Lyle,0
Minnesota,Lynd,0
Minnesota,Mabel,2
Minnesota,Madelia,4
Minnesota,Madison,3
Minnesota,Madison Lake,1
Minnesota,Mahtomedi,6
Minnesota,Makinen,0
Minnesota,Mankato,38
Minnesota,Mantorville,0
Minnesota,Maple Grove,14
Minnesota,Maple Lake,1
Minnesota,Maple Plain,3
Minnesota,Mapleton,3
Minnesota,Maplewood,9
New York,Pomona,1
New York,Pompey,0
New York,Port Chester,5
New York,Port Ewen,1
New York,Port Gibson,2
New York,Port Jefferson,4
New York,Port Jefferson Station,16
New York,Port Jervis,5
New York,Port Washington,19
New York,Portageville,0
New York,Porter Corners,0
New York,Pottersville,0
New York,Poughkeepsie,48
New York,Poughquag,0
New York,Pound Ridge,0
New York,Prattsville,0
New York,Preston Hollow,0
New York,Pultneyville,0
New York,Purchase,1
New York,Purdy Station,0
New York,Purdys,3
New York,Purling,0
New York,Putnam Station,0
New York,Putnam Valley,0
New York,Quaker Street,0
New York,Queens Village,4
Michigan,Hamburg,19
Michigan,Hamilton,0
Michigan,Hamtramck,3
Michigan,Hancock,10
Michigan,Hanover,28
Michigan,Harbert,1
Michigan,Harbor Beach,2
Michigan,Harbor Springs,6
Michigan,Harper Woods,6
Michigan,Harrietta,0
Michigan,Harrison,1
Michigan,Harrison Township,4
Michigan,Harsens Island,0
Michigan,Hart,2
Michigan,Hartford,0
Michigan,Hartland,8
Michigan,Haslett,11
Michigan,Hastings,7
Michigan,Hazel Park,4
Michigan,Hemlock,1
Michigan,Henderson,0
Michigan,Herron,0
Michigan,Hesperia,15
Michigan,Hickory Corners,0
Michigan,Higgins Lake,0
Michigan,Highland,18
Michigan,Highland Park,10
Michigan,Hillman,1
Michigan,Hillsdale,0
Michigan,Holland,40
Michigan,Holly,8
North Carolina,Weldon,0
North Carolina,Wendell,0
North Carolina,Wentworth,0
North Carolina,West End,7
North Carolina,West Jefferson,2
North Carolina,Westfield,13
North Carolina,Whitakers,0
North Carolina,White Oak,0
North Carolina,Whiteville,0
North Carolina,Whitsett,0
North Carolina,Wilkesboro,6
North Carolina,Willard,8
North Carolina,Williamston,1
North Carolina,Williston,2
North Carolina,Willow Spring,0
North Carolina,Wilmington,21
North Carolina,Wilson,0
North Carolina,Wilsons Mills,0
North Carolina,Windsor,0
North Carolina,Winfall,0
North Carolina,Wingate,0
North Carolina,Winnabow,1
Ohio,Maineville,4
Ohio,Malaga,0
Ohio,Malinta,0
Ohio,Malta,1
Ohio,Malvern,9
Ohio,Manchester,0
Ohio,Mansfield,35
Ohio,Mantua,0
Ohio,Maple Heights,7
Ohio,Maplewood,9
Ohio,Marathon,0
Ohio,Marengo,4
Ohio,Maria Stein,0
Ohio,Marietta,1
Ohio,Marion,3
Ohio,Mark Center,0
Ohio,Marshallville,0
Ohio,Martel,0
Ohio,Martin,0
Ohio,Martins Ferry,2
Ohio,Martinsburg,0
Ohio,Martinsville,0
Ohio,Marysville,18
Ohio,Mason,3
Ohio,Massillon,27
Ohio,Masury,3
Ohio,Maumee,14
Ohio,Maximo,0
Ohio,Mayfield,0
Ohio,Mayfield Heights,13
Missouri,Macon,0
Missouri,Madison,3
Missouri,Manchester,0
Missouri,Mansfield,35
Missouri,Mapaville,1
Missouri,Marble Hill,0
Missouri,Marionville,4
Missouri,Marquand,0
Missouri,Marshall,16
Missouri,Marshfield,7
Missouri,Marthasville,0
Missouri,Martinsburg,0
Missouri,Maryland,1
Missouri,Maryland Heights,6
Missouri,Mayview,0
Missouri,Mc Clurg,0
Missouri,Mc Girk,0
Missouri,Meta,0
Missouri,Mexico,1
Missouri,Middle Brook,0
Missouri,Middletown,26
Missouri,Midland,34
Missouri,Miller,7
Missouri,Mindenmines,0
Missouri,Mineral Point,0
New Jersey,Voorhees,25
New Jersey,Waldwick,5
New Jersey,Wall,0
New Jersey,Wallington,0
New Jersey,Wallpack Center,0
New Jersey,Wanamassa,1
New Jersey,Wanaque,0
New Jersey,Waretown,2
New Jersey,Warren,67
New Jersey,Washington,213
New Jersey,Watchung,2
New Jersey,Waterford Works,1
New Jersey,Wayne,27
New Jersey,Weehawken,0
New Jersey,Wenonah,1
New Jersey,West Berlin,1
New Jersey,West Caldwell,7
New Jersey,West Creek,0
Minnesota,Marble,0
Minnesota,Marcell,0
Minnesota,Marine On Saint Croix,0
Minnesota,Marshall,16
Minnesota,Max,0
Minnesota,Mayer,1
Minnesota,Mazeppa,0
Minnesota,Mcgregor,1
Minnesota,Meadowlands,0
Minnesota,Medford,11
Minnesota,Melrose,0
Minnesota,Menahga,3
Minnesota,Mendota,0
Minnesota,Mendota Heights,10
Minnesota,Merrifield,0
Minnesota,Milaca,6
Minnesota,Millville,8
Minnesota,Minneapolis,206
Minnesota,Minneota,3
Minnesota,Minnesota City,0
Minnesota,Minnesota Lake,0
Minnesota,Minnetonka,33
Minnesota,Minnetonka Beach,0
Minnesota,Montevideo,8
Minnesota,Montgomery,3
Minnesota,Monticello,0
Minnesota,Montrose,1
Minnesota,Moorhead,14
Minnesota,Moose Lake,4
Minnesota,Mora,0
New York,Queensbury,15
New York,Quogue,0
New York,Ransomville,1
New York,Ravena,0
New York,Red Creek,0
New York,Red Hook,1
New York,Rego Park,2
New York,Remsenburg,0
New York,Rensselaer,12
New York,Rensselaerville,0
New York,Rexford,1
New York,Rhinebeck,12
New York,Rhinecliff,2
New York,Richmond Hill,8
New York,Richmondville,0
New York,Ridge,2
New York,Ridgewood,11
New York,Rifton,0
New York,Riparius,0
New York,Riverdale,25
New York,Riverhead,13
New York,Rochester,1
New York,Rock City Falls,0
New York,Rock Hill,65
New York,Rock Tavern,0
New York,Rockaway Beach,1
Michigan,Holt,0
Michigan,Holton,0
Michigan,Homer,7
Michigan,Hope,3
Michigan,Hopkins,21
Michigan,Horton,0
Michigan,Houghton Lake,6
Michigan,Houghton Lake Heights,0
Michigan,Howard City,2
Michigan,Howell,21
Michigan,Hubbard Lake,0
Michigan,Hubbardston,1
Michigan,Hudson,13
Michigan,Hudsonville,3
Michigan,Huntington Woods,5
Michigan,Ida,0
Michigan,Imlay City,4
Michigan,Indian River,0
Michigan,Ingham,1
North Carolina,Winston-Salem,67
North Carolina,Winterville,1
North Carolina,Winton,0
North Carolina,Wise,4
North Carolina,Woodland,0
North Carolina,Woodleaf,0
North Carolina,Wrightsville Beach,0
North Carolina,Yadkinville,7
North Carolina,Yanceyville,9
North Carolina,Youngsville,2
North Carolina,Zebulon,5
North Carolina,Zionville,0
North Carolina,Zirconia,0
Ohio,mayfield village,3
Ohio,Maynard,7
Ohio,Mc Arthur,0
Ohio,Mc Clure,0
Ohio,Mc Comb,0
Ohio,Mc Cutchenville,0
Ohio,Mc Dermott,0
Ohio,Mc Donald,2
Ohio,Mc Guffey,0
Ohio,Mcarthur,5
Ohio,Mcconnelsville,9
Ohio,Mcdermott,2
Ohio,Mechanicsburg,1
Ohio,Mechanicstown,0
Ohio,Medina,0
Ohio,Medway,0
Ohio,Melmore,0
Ohio,Melrose,0
Ohio,Mendon,0
Missouri,Missouri City,51
Missouri,Moberly,17
Missouri,Mokane,1
Missouri,Monett,8
Missouri,Monroe City,2
Missouri,Montgomery City,6
Missouri,Montier,0
Missouri,Montreal,0
Missouri,Montrose,1
Missouri,Mora,0
Missouri,Morrison,1
Missouri,Morrisville,4
Missouri,Morse Mill,0
Missouri,Mosby,0
Missouri,Moscow Mills,1
Missouri,Mount Vernon,0
Missouri,Mountain Grove,5
Missouri,Mountain View,23
Missouri,Myrtle,0
Missouri,Napoleon,7
Missouri,Neck City,0
Missouri,Nelson,0
Missouri,Neosho,0
Missouri,Nevada,0
Missouri,New Bloomfield,2
Missouri,New Florence,0
Missouri,New Franklin,1
Missouri,New Haven,0
New Jersey,West Deptford,0
New Jersey,West Long Branch,1
New Jersey,West Milford,4
New Jersey,West New York,4
New Jersey,West Orange,33
New Jersey,West Trenton,0
New Jersey,West Windsor,2
New Jersey,Westampton,3
New Jersey,Westfield,13
New Jersey,Westville,0
New Jersey,Westwood,8
New Jersey,Wharton,15
New Jersey,Whippany,6
New Jersey,Whitehouse,1
New Jersey,Whitehouse Station,0
New Jersey,Whitesboro,5
New Jersey,Whiting,10
Minnesota,Morristown,26
Minnesota,Motley,2
Minnesota,Mound,0
Minnesota,Mounds View,5
Minnesota,Mountain Iron,3
Minnesota,Mountain Lake,3
Minnesota,Nashwauk,1
Minnesota,Navarre,2
Minnesota,Nerstrand,0
Minnesota,Nevis,0
Minnesota,New Brighton,5
Minnesota,New Germany,0
Minnesota,New Hope,2
Minnesota,New London,0
Minnesota,New Market,1
Minnesota,New Prague,5
Minnesota,New Richland,2
Minnesota,New Ulm,0
Minnesota,New York Mills,5
Minnesota,Newport,1
Minnesota,Nicollet,0
Minnesota,Nimrod,0
Minnesota,Nisswa,3
Minnesota,North Branch,8
Minnesota,North Mankato,9
Minnesota,North Oaks,6
New York,Rockaway Park,7
New York,Rockville Centre,10
New York,Rocky Point,2
New York,Ronkonkoma,5
New York,Roosevelt,0
New York,Roosevelt Island,1
New York,Rosedale,7
New York,Rosendale,1
New York,Roslyn,1
New York,Roslyn Heights,2
New York,Rotterdam,0
New York,Rotterdam Junction,0
New York,Round Lake,1
New York,Round Top,0
New York,Ruby,0
New York,Rush,0
New York,Rye,9
New York,Rye Brook,5
New York,Sag Harbor,0
New York,Sagaponack,0
New York,Saint Albans,11
New York,Saint James,5
New York,Saint Johnsville,1
New York,Salem,4
New York,Salisbury Mills,0
New York,Salt Point,0
New York,Sanborn,0
New York,Sand Lake,1
New York,Sands Point,1
Michigan,Inkster,8
Michigan,Interlochen,0
Michigan,Ionia,0
Michigan,Iron Mountain,4
Michigan,Irons,0
Michigan,Ironwood,7
Michigan,Ithaca,42
Michigan,Jackson,15
Michigan,Jamestown,1
Michigan,Jasper,18
Michigan,Jeddo,4
Michigan,Jenison,10
Michigan,Jerome,0
Michigan,Johannesburg,0
Michigan,Jones,0
Ohio,Mentor,32
Ohio,Mesopotamia,0
Ohio,Metamora,0
Ohio,Miamisburg,22
Ohio,Miamitown,0
Ohio,Miamiville,0
Ohio,Middle Bass,0
Ohio,Middle Point,0
Ohio,Middlebranch,0
Ohio,Middleburg,1
Ohio,Middleburg Heights,12
Ohio,Middlefield,4
Ohio,Middleport,0
Ohio,Middletown,26
Ohio,Midland,34
Ohio,Midvale,0
Ohio,Milan,1
Ohio,Milford,0
Ohio,Milford Center,0
Ohio,Millbury,0
Ohio,Milledgeville,0
Ohio,Miller City,0
Ohio,Millersburg,3
Ohio,Millersport,0
Missouri,New Melle,0
Missouri,Newburg,0
Missouri,Newtonia,0
Missouri,Niangua,0
Missouri,Nixa,10
Missouri,Noel,0
Missouri,North Kansas City,4
Missouri,Norwood,3
Missouri,O Fallon,19
Missouri,Oak Grove,4
Missouri,Oak Ridge,4
Missouri,Odessa,39
Missouri,Old Monroe,0
Missouri,Oldfield,0
Missouri,Olean,11
Missouri,Olney,5
Missouri,Oronogo,0
Missouri,Orrick,0
Missouri,Osage Beach,14
Missouri,Osceola,0
Missouri,Otterville,0
Missouri,Overland,4
Missouri,Ozark,12
Missouri,Pacific,3
Missouri,Paris,28
Missouri,Park Hills,7
Missouri,Patterson,1
Missouri,Patton,0
Missouri,Peace Valley,0
Missouri,Peculiar,0
Missouri,Perryville,2
New Jersey,Wickatunk,1
New Jersey,Wildwood,0
New Jersey,Williamstown,0
New Jersey,Willingboro,3
New Jersey,Windsor,0
New Jersey,Winslow,0
New Jersey,Wood Ridge,0
New Jersey,Woodbine,3
New Jersey,Woodbridge,2
New Jersey,Woodbury,13
New Jersey,Woodbury Heights,0
New Jersey,Woodcliff Lake,8
New Jersey,Woodstown,6
New Jersey,Wrightstown,1
New Jersey,Wyckoff,4
New Jersey,Zarephath,0
Minnesota,North Saint Paul,5
Minnesota,Northfield,4
Minnesota,Northome,1
Minnesota,Northrop,0
Minnesota,Norwood,3
Minnesota,Norwood Young America,3
Minnesota,Oak Park Heights,7
Minnesota,Oakdale,2
Minnesota,Odin,0
Minnesota,Ogilvie,0
Minnesota,Okabena,0
Minnesota,Olivia,0
Minnesota,Onamia,5
Minnesota,Ormsby,0
Minnesota,Oronoco,0
Minnesota,Orr,0
Minnesota,Ortonville,5
Minnesota,Osage,0
Minnesota,Osseo,7
Minnesota,Ostrander,0
Minnesota,Ottertail,0
Minnesota,Outing,0
Minnesota,Owatonna,30
Minnesota,Park Rapids,10
Minnesota,Paynesville,3
Minnesota,Pease,0
Minnesota,Pelican Rapids,4
New York,Saratoga Springs,21
New York,Sardinia,2
New York,Saugerties,8
New York,Sayville,6
New York,Scarsdale,7
New York,Schaghticoke,0
New York,Schenectady,36
New York,Schodack Landing,0
New York,Schoharie,0
New York,Schuylerville,0
New York,Scotia,8
New York,Scottsville,0
New York,Sea Cliff,0
New York,Seaford,1
New York,Selden,5
New York,Selkirk,0
New York,Seneca Castle,0
New York,Shandaken,0
New York,Sharon Springs,2
New York,Shelter Island,0
New York,Shelter Island Heights,0
New York,Shenorock,0
New York,Shirley,2
New York,Shokan,0
New York,Shoreham,0
New York,Shortsville,0
New York,Shrub Oak,1
New York,Shushan,0
New York,Silver Bay,0
New York,Silver Lake,0
Michigan,Jonesville,1
Michigan,Kalamazoo,94
Michigan,Kaleva,0
Michigan,Kalkaska,6
Michigan,Kawkawlin,3
Michigan,Keego Harbor,2
Michigan,Kendall,2
Michigan,Kent City,0
Michigan,Kentwood,14
Michigan,Kinde,0
Michigan,Kingsley,0
Michigan,Kingston,5
Michigan,La Salle,2
Michigan,Lacota,0
Michigan,Laingsburg,1
Michigan,Lake,0
Michigan,Lake Ann,0
Michigan,Lake City,1
Michigan,Lake Leelanau,0
Michigan,Lake Odessa,1
Ohio,Millfield,0
Ohio,Milton Center,0
Ohio,Mineral City,0
