address,description,image,location,number,seller,symbol,title,unit,url
Esterly Tibbetts Hwy.,"Presenting this fully furnished 2 Bed / 2 Bath Apartment in Lakeside on Seven Mile Beach corridor.The unit is open plan kitchen/dining/lounge, stacked washer/dryer, 2 bathrooms with shower over bath. Each bedroom is furnished with a Queen bed and dresser or chest.The unit has central AC and includes cable and internet. The complex has a swimming pool, gym, and 1 assigned parking spot to the unit.  Located close to Camana Bay and walk-able to Seven Mile Beach.Kids welcome. sorry no pets.Available Now! Couple of units available.To schedule a viewing to see one of the available units:
Please contact Aliza 925-2798 or Tegan 925-2647
rent @remservices.ky",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/02/2222275.jpg,Seven Mile Beach Corridor,"1,700",REM SERVICES,$,Lakeside 2 bed / 2 bath Available Now!,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=12
Beach bay,"Lovely 3bedrooms 2bath Master bed has its own bath and closet.
Other two rooms share 1 bath, has double closet. 3car parking
Deck at the bank
Light and water paid separate
$2,000 p/m
$2,000 deposit & 1st month rent required Email to schedule viewing: ",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/02/2222305.jpeg,Bodden Town/Breakers,"2,000",MCL,$,3bedroom 2bath ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=12
Esterly Tibbetts Hwy.,"Presenting this fully furnished 3 Bed / 2 Bath Apartment in Lakeside on Seven Mile Beach corridor.The unit is open plan kitchen/dining/lounge, stacked washer/dryer, 2 bathrooms with shower over bath. Each bedroom is furnished with a Queen bed and dresser or chest.The unit has central AC and includes cable and internet. The complex has a swimming pool, gym, and 1 assigned parking spot to the unit.  Located close to Camana Bay and walk-able to Seven Mile Beach.Kids welcome. sorry no pets.Available Now! Couple of units available.To schedule a viewing to see one of the available units:
Please contact Aliza 925-2798 or Tegan 925-2647
rent @remservices.ky",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/02/2222216.jpg,Seven Mile Beach Corridor,"2,000",REM SERVICES,$,Lakeside 3 bed / 2 bath Available Now!,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=12
"Adonis Drive,Near the Shores / West Bay,KY1-1010","Require single professional female to share  with. The house is located close to the Shores in West Bay – 2 minutes-drive from the entrance/exit of the Esterly Tibbetts highway. It is also a few minutes-walk to the nearest bus stop.
The room and other amenities are as follows:
Room consists of a Queen Size Bed, very large closet space, dresser & side table.
Own bathroom
Shared kitchen and living room
Free WiFi
Free cooking gas
Free usage of washer dryer machine
Electricity and water are shared equally
Restrictions - No Pets allowed, No frequent stay overs.
The rent is $850 per month and a deposit of $500, which are due in advance.
Minimum rental period is 12 months.
Please call or watsapp @ 5476931 for appointment to view",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/02/2222421.jpg,West Bay,850,CMW Auto Parts HomeTronics,$,1 BEDROOM-IN-A -3 BEDROOM HOUSE - WEST BAY,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=12
Shamrock Road,"Spacious
 2 BED, 2 BATH duplex home with amply yard space and driveway set back from Shamrock Road.Located
 just as you enter Lower Valley. New build. High ceilings, super house. Fruit trees.Available
 for long term rent as from 1st August. Tenant
 pays utilities.CIREBA member
RL 557",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/02/2222483.jpeg,Savannah/Newlands,"1,500",Amber Yates,$, Modern Duplex Shamrock Road.      RENTAL,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=12
South Sound,"This cozy, fully renovated 2 bed/ 1 bath is located in South Sound - Parsons Circle. Fully furnished, split A/C, washer/ dryer, lots of natural light. Parking in front of the unit. Perfect for a single professional or a couple.Available July 1, 2020CI$2,000 per month plus utilitiesRMLS#544Call Gigi 326-2590
or e-mail: ",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/02/2222580.jpg,South Sound,"2,000",Gigi,$,COZY 2 BED/ 1 BATH – SOUTH SOUND,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=12
Poincianna,"This beautiful, corner unit 2 bed/2.5 bath +den is located off Walkers Road, walking distance to schools and central GT. Fully furnished, full size washer/dryer, flat screen TV, lots of storage, 2 parking spots, screened in porch, pool & Gazebo. Must see!Available NOW.CI$2,500 per monthPlease call Gigi 326-2590
E-mail: RMLS#510",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/02/2222594.jpg,George Town,"2,500",Gigi,$, BEAUTIFUL 2 BED / 2.5 BATH + DEN – POINCIANAS,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=12
Lime Tree Bay,"1 Bedroom 1 Bathroom apartment for rent
Ground Floor
Cable TV included
Utilities not included
Contact for viewing # 925 5811",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/03/2223465.jpeg,Seven Mile Beach Corridor,"1,800",Yul,$,Lime Tree Bay - 1 Bed 1 Bath,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=11
"West End Road,KY2-1234",Cayman Brac opens this month for local travel.  Yeah!  925 9550 to book your staycation now.  $100.00 per person per night.  Family rates available.  Weekly or weekend available.  Call for pricing and availability.,https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/03/2223704.jpg,Cayman Brac,100,PN,$,Staycation at Cayman Brac Opens this month,USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=11
"Birch tree hill,479 Birch tree hill,KY1-1110","1 Bedroom Apartment for rent, rent includes Water, Light, Cable & Internet, Maximum of 2 persons only, no pets, full deposit is required, serious inquiries only, please call 9399076.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/03/2223655.jpg,West Bay,"1,200",Artisha Snow-Kinkead_2,$, Apartment for rent. ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=11
1033 south sound road,"Gorgeous townhouse situated conveniently in the heart of South Sound, a short distance from the schools and Hurley’s supermarket. The well run strata complex of Cayman Crossing includes two pools, a gym and a private beach. The spacious unit includes a fully equipped kitchen, a lot of storage and closet space, a large master bedroom with an en-suite bathroom with his & her sinks and a bbq ready for grilling on the porch area.
CI$2200 per month plus utilities.
Security deposit required. Well behaved pets allowed with pet deposit.
Available immediately. Please contact Alex on 9267172 for more info and to schedule a showing!",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/01/2220015.jpeg,South Sound,"2,200",Alexander Cowan,$,2 Bed | 2.5 Bath Townhouse in South Sound,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
West Bay Rd.,"Centennial Towers 102 - 532 sq ft  Affordable Monthly Lease!102 Offers a great Retail Space for a variety of business opportunities. Great location in same building as CNB, West Bay Pharmacy and Subway!WIFI Included. - Available now!! Price: $1500  Contact Larissa for more info on...
345-936-3343 or email ",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/01/2220184.jpg,West Bay,"1,500",HeritageHoldingsLTD.,$,New Retail Space Opportunity  for $1500,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
Walkers Road,"Clean and Spacious Rental units for Long term Lease.
Locations is the Key!
Complexes are on/near Walkers Road near South Sound. Only minutes to Public Beach, Banks,  Grocery stores, Restaurants and Outdoor activities.
Avoid daily traffic and live near your favorite places.
Security system,  on suite washer and dryer,  open kitchen with new appliances, plenty natural light, central  air, king and queen beds, all new linen, large closets,  quality furniture, well maintained gardens and pool,  plenty parking and much more....One bedroom cute as a button  from $1700 kyd
Two bedroom from $2000
to $2500 Kyd Contact:

Proud member of Cireba
# Mls 567",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/01/2220033.jpeg,George Town,"1,700",Hiva,$, Top Location Rentals!,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
"53,North Church Street","Great opportunity for bar, restaurant, watersports, office & retailCall for more details 923-1630",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/01/2220528.jpg,George Town,,CPSM,,George Town Waterfront,,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
Glidden Lane,"Room for rent in large 4 bedroom house located in a quiet street in West Bay.
Available for August.
On the bus route.
10 minute walk to the beach.
Half an acre garden
Bills are additional to rent.
Must love dogs.Please call/whatsapp  1 345 939 0132",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/01/2220386.jpg,West Bay,800,Tristan Skinner_3,$,Room for rent in large 4 bedroom house,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
"The Retreat,Rum Point","Presenting this fantastic ground floor 1700 sq ft 2 bedroom / 2 bathroom condo at 'The Retreat' at Rum Point is available for long term rental. The property boasts welcoming reception hallway, large lounge/dining area, good sized kitchen with breakfast window, two double bedrooms master ensuite, good closet space and fully screened large porch. Internet and cable included. Kids welcome of all ages! Sorry no pets. 60 day sale clause. 12 month lease preferred but will consider shorter leases. Call Tegan on 925 2647 or Aliza 925 2798 ",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/01/2220277.jpg,Rum Point/Kaibo,"2,800",REM SERVICES,$,The Retreat at Rum Point - 2 Bed 2 Bath for rent! - Avail Now! ,USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
Anywhere In town,"Im seeking for an apartment 1bed and 1bath no sharing, within town or close to town. Only 1 person and a small dog , with kitchen and washer dryer. If anyone have available apartment. Let me know. ( Price range $850-900
Thanks! Message/Call me here 1-345 -927-4254",,George Town,850,Angel Spine,$,Urgent -Seeking Apartment- 1bed and 1bath - ASAP ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
"Watlers road,Georgetown","Couple seeking apartment for rent. Willing to pay $650 not including bill's or $750 including bill's.  Looking somewhere in Georgetown area.
Please contact me at 323-4893 if u have anything available.
Thank you",,George Town,650,collinsryan,$,Couple seeking apartment for rent,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
Earth Close,"One bedroom available in a three bedroom townhouse on SMB.  Great location next to the Strand and across the street from the beach.  Covered parking.Will be sharing with professional female.  $1,000 deposit required.  Internet included in rent, but CUC and water are separate.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/01/2220897.jpg,Seven Mile Beach,"1,000",arianasaid,$,Room Available SMB,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
West Bay Road,"Conveniently located across the road from Seven Mile Beach, just past the Kimpton. Superb townhouse with garage! Ample space covering 3 floors. Den works well as playroom or home office. Plenty of storage. Pool and Seven Mile Beach across the road! Fully furnished. Low utility bills at this complex. Available FOR RENT as from 1st JulyClose to Yacht Club, Beach, 5 mins to Camana Bay and CIS School.Whatsapp Amber 926-0396 to view or CIREBA member
RL 586",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/02/2221122.jpeg,Seven Mile Beach Corridor,"3,000",Amber Yates,$,"Villa Royale 3 BED PLUS DEN, GARAGE.           RENTAL",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
"Jennifer Drive,Snughabour","Fully furnished and All Inclusive.
Parking & shared laundry.
Available July 15 or Aug 1st.
Damage deposit required.
For viewing 9259535",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/02/2221046.jpeg,Seven Mile Beach Corridor,"1,500",Diane Ridley,$,Large Snughabour Studio,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
Earth Close,"Top floor available in three level, three bedroom townhouse on SMB.  Two bedrooms and one bathroom.  Good for a couple or someone looking to have more space.  Apartment is shared with female professional.Excellent location next to the Strand and across from the beach.  Covered parking.  One month's deposit required.  Rent includes internet but CUC and water are separate.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/01/2220905.jpg,Seven Mile Beach,"1,600",arianasaid,$,Floor Available on SMB,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
"Eastern Avenue,10","Hi,I am looking female to share a room with me. If anyone interested please mail me with your details. Thanks",,Seven Mile Beach Corridor,400,Raby123,$,Looking for roommate ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
Lime Tree Bay,"Super cute and spacious, second floor STUDIO apartment with full bathroom and full kitchen. Queen bed and sofa. Unit benefits from a private balcony.Internet and TV included.Tennis courts, pool, gym. Cost U Less and Governor's Beach across the road. Great spot for cycling and walking.Available NOW.CI$1500 PM CIREBA member
RL 520",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/01/2221018.jpeg,Seven Mile Beach Corridor,"1,500",Amber Yates,$,Lime Tree Bay STUDIO.           RENTAL ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
Orange Pointe Manor,"This beautiful newly built 1 bedroom and 1 bathroom in Orange Pointe Manor is up for short-term rental.  With all-new smart appliances and furniture. Only 3-minutes drive to Hurley's Grand Harbour shopping center and nearby bar and restaurants.Nightly rental - US$120 
Check-in: 3:00 pm 
Check-out: 11:00 amAvailable now. Email me for booking!For more and information please send an email ",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/02/2221273.jpg,Red Bay/Prospect,120,JBS_Properties,$,1 BED / 1 BATH - ORANGE POINTE MANOR FOR RENT,USD,https://ecaytrade.com/cayman/real-estate/for-rent?page=13
